Nodo,Variable_suelo,Prediccion,Varianza_kriging,Error_estandar_kriging
18,CE_corregida_OLS,435.8301109601372,3070.004519822789,55.40762149580858
19,CE_corregida_OLS,421.3816556692683,2697.736203507069,51.93973626720749
20,CE_corregida_OLS,385.2927003014059,2592.8325962690938,50.91986445650748
21,CE_corregida_OLS,453.059184170717,3005.4534668844217,54.82201626066321
22,CE_corregida_OLS,479.46752727652085,2833.7981357056656,53.23343062123336
23,CE_corregida_OLS,433.543853083527,2543.5683010080925,50.43380117548242
24,CE_corregida_OLS,515.0469287676699,2985.176330087631,54.63676720018884
25,CE_corregida_OLS,504.9670857340086,2824.8436751055947,53.14925846242443
26,CE_corregida_OLS,535.9188505043825,2532.4993465882926,50.32394406828913
27,CE_corregida_OLS,593.6333730721611,2328.097524075479,48.2503629424223
28,CE_corregida_OLS,576.9703430108742,2789.463940724246,52.81537598772015
29,CE_corregida_OLS,574.4674782413472,1758.317078911726,41.93229160100514
30,CE_corregida_OLS,534.410402524065,2271.3046841048604,47.658206891414416
31,CE_corregida_OLS,512.9989428875452,1939.4145464354683,44.038784570370105
32,CE_corregida_OLS,446.33673447592827,1503.6065202928262,38.77636548585783
33,CE_corregida_OLS,492.2110308117851,2391.146251100703,48.89934816641939
34,CE_corregida_OLS,460.3968264651701,1924.3345491173202,43.867237764843594
35,CE_corregida_OLS,555.7819326453505,1503.4777943621677,38.774705599941925
36,CE_corregida_OLS,510.09703910132,2340.167688195998,48.375279722147326
37,CE_corregida_OLS,384.8223311659092,1844.41609009602,42.9466656458452
38,CE_corregida_OLS,468.1509482929206,2014.3404680010294,44.88140447892679
39,CE_corregida_OLS,492.339181985847,2140.977996821233,46.27070343987903
40,CE_corregida_OLS,466.2234851721901,1713.8229582008255,41.39834487272197
41,CE_corregida_OLS,496.936419356228,1214.9853216579884,34.85663956347468
42,CE_corregida_OLS,479.9032507019746,2409.939932613773,49.09113904375996
43,CE_corregida_OLS,490.85938005843815,3423.7972393918812,58.51322277393274
44,CE_corregida_OLS,497.5713833689292,4007.4222047393832,63.30420368932369
45,CE_corregida_OLS,492.79567620237873,3708.317599356647,60.89595716758746
46,CE_corregida_OLS,505.73352623240646,3433.279357721717,58.59419218422349
47,CE_corregida_OLS,484.9470554552132,3714.463052542928,60.94639491014155
48,CE_corregida_OLS,441.7541127777539,3628.4986165118917,60.237020315682045
49,CE_corregida_OLS,515.8001663119599,3215.0513575689824,56.701422888398334
50,CE_corregida_OLS,529.3950942544487,3914.918527695117,62.569309790784146
51,CE_corregida_OLS,484.74181956234855,3575.865548106643,59.79854135433943
52,CE_corregida_OLS,477.53504490443294,3159.4503969625184,56.208988578006974
53,CE_corregida_OLS,455.4679269605941,2894.308450089837,53.798777403300136
54,CE_corregida_OLS,490.55847743955104,3563.367306907197,59.69394698717113
55,CE_corregida_OLS,511.386839593164,3314.6404518331265,57.57291422043118
56,CE_corregida_OLS,554.8112852772005,2882.268905929574,53.68676658106329
